Date : 2025-10-09 11:14:26
Directory : f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-
Total : 265 files,  18344 codes, 304 comments, 289 blanks, all 18937 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\neutral_loss_checker.py                                                                 | Python           |        -39 |         -5 |        -18 |        -62 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\post_source_decay_filter.py                                                             | Python           |        -40 |        -12 |        -21 |        -73 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\quantile_regression_model_CCS.py                                                        | Python           |        -99 |        -26 |        -26 |       -151 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\quantile_regression_model_RT.py                                                         | Python           |        -87 |        -24 |        -24 |       -135 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\regression_analysis.py                                                                  | Python           |        -50 |        -20 |        -14 |        -84 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\removing_standards.py                                                                   | Python           |        -60 |        -15 |        -16 |        -91 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\repeat_unit_analysis.py                                                                 | Python           |       -161 |        -55 |        -50 |       -266 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\single_chromatography.py                                                                | Python           |        -86 |        -37 |        -31 |       -154 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\smearing_filter.py                                                                      | Python           |        -41 |        -31 |        -12 |        -84 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\visualization_analysis_pipeline.py                                                      | Python           |       -164 |        -33 |        -26 |       -223 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\testing_expanded_library\library_reading.py                                                     | Python           |          0 |          0 |         -1 |         -1 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\CCS v mz cutoff.py                                                                                 | Python           |        -73 |         -8 |        -16 |        -97 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\Library Data for model building.csv                                                                | CSV              |       -101 |          0 |         -1 |       -102 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\Raw_data_for_regression_analysis_figure.csv                                                        | CSV              |       -764 |          0 |         -1 |       -765 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\Regression Analysis Fig.py                                                                         | Python           |        -51 |         -8 |        -11 |        -70 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\after_monoisotopic_filter.csv                                                                      | CSV              |     -4,970 |          0 |         -1 |     -4,971 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\halogen_report_figure.py                                                                           | Python           |        -88 |        -14 |        -14 |       -116 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\isotopic_packet_figure.py                                                                          | Python           |        -52 |         -7 |        -10 |        -69 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\isotopic_packet_raw_data.csv                                                                       | CSV              |       -514 |          0 |         -1 |       -515 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\raw_data_for_figures.csv                                                                           | CSV              |     -9,078 |          0 |         -1 |     -9,079 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\sankey_filtering_performance.py                                                                    | Python           |       -109 |         -9 |        -10 |       -128 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\smearing_figure.py                                                                                 | Python           |        -52 |         -7 |        -10 |        -69 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\smearing_raw_data.csv                                                                              | CSV              |       -371 |          0 |         -1 |       -372 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\figures\smearing_raw_data_after_filter.csv                                                                 | CSV              |       -172 |          0 |         -1 |       -173 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\requirements.txt                                                                                           | pip requirements |        -17 |          0 |          0 |        -17 |
| c:\Users\grego\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\setup_environment.py                                                                                       | Python           |        -43 |          0 |        -13 |        -56 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\All analytes comparison master.csv                                        | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\COM (no halogens).csv                                                     | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\Report single ion features.csv                                            | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after smearing filter detection native analytes only test.csv             | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_blank_subtraction.csv                                               | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_branching_filter.csv                                                | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_detection_frequency_filter.csv                                      | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_fluorinated_density_filter.csv                                      | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_mass_defect_filter.csv                                              | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_monoisotopic_filter.csv                                             | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_smearing_filter.csv                                                 | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_standards_removal.csv                                               | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\common organic molecules all features.csv                                 | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\unbiased all analytes.csv                                                 | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_adduct_filter.csv                                                               | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_blank_subtraction.csv                                                           | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_branching_filter.csv                                                            | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_detection_frequency_filter.csv                                                  | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_fluorinated_density_filter.csv                                                  | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_mass_defect_filter.csv                                                          | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_monoisotopic_filter.csv                                                         | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_neutral_loss_filter.csv                                                         | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_post_source_decay_filter.csv                                                    | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_regression_analysis_filter.csv                                                  | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_single_chromatography_filter.csv                                                | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_smearing_filter.csv                                                             | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_standards_removal.csv                                                           | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Skyline comparison data\Detection_frequency_skyline_output.csv                                   | CSV              |         38 |          0 |          1 |         39 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Skyline comparison data\Detection_frequency_skyline_output_linear.csv                            | CSV              |         31 |          0 |          1 |         32 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Skyline comparison data\Skyline_all_analyte_detection_frequency.xlsx                             | Excel            |        445 |          0 |          2 |        447 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list.csv                                                                     | CSV              |         38 |          0 |          1 |         39 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list_linear_only.csv                                                         | CSV              |         31 |          0 |          1 |         32 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list_native_analytes.csv                                                     | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list_native_analytes_test.csv                                                | CSV              |          2 |          0 |          2 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\Kaufman_density_plot_stdev.csv                                                                  | CSV              |         63 |          0 |          1 |         64 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\contour_analysis.py                                                                             | Python           |        119 |         28 |         20 |        167 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\final_summary_table.csv                                                                         | CSV              |         17 |          0 |          1 |         18 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\final_summary_table.csv.csv                                                                     | CSV              |         17 |          0 |          1 |         18 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\heavy_halogen_hunter.py                                                                         | Python           |         66 |         36 |         28 |        130 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\summary_with_isotopic_analysis.csv                                                              | CSV              |         17 |          0 |          1 |         18 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\testing\Feature 1 - Browser.csv                                                                 | CSV              |      7,911 |          0 |          1 |      7,912 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\testing\Feature 1 - CEF.csv                                                                     | CSV              |          5 |          0 |          1 |          6 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\testing\NIST SRM-1957 10.d.DeMP.csv                                                             | CSV              |      5,933 |          0 |          1 |      5,934 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\__init__.py                                                                                        | Python           |          0 |          0 |          1 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\files_tab.py                                                                                       | Python           |         61 |         12 |         17 |         90 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\isotopic_analysis_tab.py                                                                           | Python           |        160 |          6 |         27 |        193 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\mapping_tab.py                                                                                     | Python           |        167 |         14 |         17 |        198 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\params_tab.py                                                                                      | Python           |        170 |         19 |         20 |        209 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\run_tab.py                                                                                         | Python           |         23 |          8 |         11 |         42 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\Tabs\visualizations_tab.py                                                                              | Python           |        180 |         22 |         31 |        233 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\__init__.py                                                                                             | Python           |          0 |          0 |          1 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\app.py                                                                                                  | Python           |         51 |         14 |         13 |         78 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\text_redirector.py                                                                                      | Python           |         11 |          3 |          4 |         18 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\widgets\config.json                                                                                     | JSON             |          9 |          0 |          0 |          9 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\widgets\controls_widget.py                                                                              | Python           |        227 |         23 |         38 |        288 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\widgets\isotopic_controls_widget.py                                                                     | Python           |         84 |         14 |         20 |        118 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\widgets\plot_widget.py                                                                                  | Python           |         85 |         12 |         18 |        115 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\GUI\widgets\tooltip.py                                                                                      | Python           |         32 |          8 |         11 |         51 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\IMspector Gadget Main.py                                                                   | Python           |         80 |         16 |         33 |        129 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\analysis.py                                                                                | Python           |         87 |         18 |         30 |        135 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\app.py                                                                                     | Python           |         26 |          8 |         14 |         48 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\app_layout.py                                                                              | Python           |         93 |         10 |          4 |        107 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\assets\styles.css                                                                          | PostCSS          |        164 |         35 |         27 |        226 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\callbacks.py                                                                               | Python           |        180 |         18 |         28 |        226 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_library_search_modules\library_search_module.py                                   | Python           |        337 |         76 |         92 |        505 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\CCS_mz_trend_analysis.py                                                  | Python           |        172 |         36 |         45 |        253 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\dash_formatting.py                                                        | Python           |         25 |          1 |          3 |         29 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\mz_repeating_unit_analysis_binary_search.py                               | Python           |        104 |          7 |         18 |        129 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\plotly_graphing.py                                                        | Python           |        415 |         51 |         91 |        557 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\config.py                                                                                  | Python           |         20 |          6 |          8 |         34 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\data_processing.py                                                                         | Python           |         16 |          2 |          5 |         23 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\graphing.py                                                                                | Python           |        159 |         44 |         42 |        245 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\neutral_loss_modules\neutral_mass_loss_analysis.py                                         | Python           |        441 |        144 |        119 |        704 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\neutral_loss_modules\neutral_mass_loss_analysis_compares_to_external_lib.py                | Python           |        146 |         29 |         38 |        213 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\neutral_loss_modules\neutral_mass_loss_plotting.py                                         | Python           |        184 |         31 |         29 |        244 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\rt_v_mz_library_search_modules\rt_v_mz_library_searcher.py                                 | Python           |        354 |        159 |        105 |        618 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Main.py                                                                                                     | Python           |          7 |          2 |          5 |         14 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Feature_list_scanner.py                                                            | Python           |        228 |         34 |         54 |        316 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Mass_profiler_results_scatter_plot.py                                              | Python           |         50 |          9 |         13 |         72 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Performance with peak area.py                                                      | Python           |        101 |         14 |         14 |        129 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Scatter plot for post-blank subtracted data.py                                     | Python           |        103 |         15 |         15 |        133 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Scatter plot for pre-blank subtracted data.py                                      | Python           |        107 |         14 |         13 |        134 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS_Configuration.py                                                                                      | Python           |         81 |         12 |         10 |        103 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS_Workflow_Logic.py                                                                                     | Python           |        225 |         29 |         31 |        285 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Baker_Group_RPLC_DTIMS_MS_PFAS_Library_Negative.csv                                           | CSV              |        120 |          0 |          1 |        121 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Dummy test output.csv                                                                         | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Dummy test output_used_library.csv                                                            | CSV              |        120 |          0 |          1 |        121 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Kauffman_M-H_external_PFAS_library_mz_only test.csv                                           | CSV              |      2,586 |          0 |          1 |      2,587 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Kauffman_M-H_external_PFAS_library_mz_only.csv                                                | CSV              |      2,587 |          0 |          1 |      2,588 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Kaylies_Library.csv                                                                           | CSV              |         12 |          0 |          1 |         13 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\MPFAC HIF ES SIL peaks.csv                                                                    | CSV              |         30 |          0 |          1 |         31 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\NIST_SRM_Profiler_PIMMS_report.csv                                                            | CSV              |        246 |          0 |          1 |        247 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\big_mass_group.csv                                                                            | CSV              |         50 |          0 |          1 |         51 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\kaufman_contour_boundaries_SMOOTH.csv                                                         | CSV              |      1,345 |          0 |          1 |      1,346 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\summary_table.csv                                                                             | CSV              |         11 |          0 |          1 |         12 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\summary_table_with_predictions.csv                                                            | CSV              |         11 |          0 |          1 |         12 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\test_library.csv                                                                              | CSV              |          3 |          0 |          1 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\CEF_PIMMS_reader_workflow_file_1.py                                                                 | Python           |        188 |         10 |         20 |        218 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\KMD_lineararity_analysis.py                                                                         | Python           |         74 |         13 |         28 |        115 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\Kaufman_density_plot.csv                                                                            | CSV              |         63 |          0 |          1 |         64 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\Kaufman_plot_unintegrated.py                                                                        | Python           |        278 |         41 |         31 |        350 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\ML_algorithm_density.py                                                                             | Python           |          8 |         11 |          2 |         21 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\Standard_library_scoring.py                                                                         | Python           |        207 |         45 |         51 |        303 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\_init_.py                                                                                           | Python           |          0 |          0 |          1 |          1 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\adduct_checker.py                                                                                   | Python           |         41 |          6 |         16 |         63 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\blank_subtraction.py                                                                                | Python           |        165 |        131 |         64 |        360 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\branching_filter.py                                                                                 | Python           |        113 |         29 |         42 |        184 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\calculating_KMD_repeating_unit.py                                                                   | Python           |        115 |         48 |         28 |        191 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\calculating_Kaufman_parameters_file_2.py                                                            | Python           |         64 |          2 |          5 |         71 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\calculating_kendrick_lamar_defect.py                                                                | Python           |         31 |         24 |         16 |         71 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\ccsvmz_analysis.py                                                                                  | Python           |         88 |          4 |         17 |        109 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\creating_single_df.py                                                                               | Python           |         36 |         17 |         14 |         67 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\crude_filters.py                                                                                    | Python           |         41 |         43 |         15 |         99 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\detection_frequency_and_abundance.py                                                                | Python           |         59 |         34 |         24 |        117 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\detection_frequency_filter.py                                                                       | Python           |         14 |         21 |          7 |         42 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\isotopic_analysis.py                                                                                | Python           |         19 |         20 |         10 |         49 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\kaufman_contour_boundaries_SMOOTH.csv                                                               | CSV              |        924 |          0 |          1 |        925 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\mass_defect_filter.py                                                                               | Python           |         23 |         18 |          8 |         49 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\monoisotopic_grouper.py                                                                             | Python           |         99 |         19 |         26 |        144 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\neutral_loss_checker.py                                                                             | Python           |         39 |          5 |         18 |         62 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\post_source_decay_filter.py                                                                         | Python           |         40 |         12 |         21 |         73 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\quantile_regression_model_CCS.py                                                                    | Python           |         99 |         26 |         26 |        151 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\quantile_regression_model_RT.py                                                                     | Python           |         87 |         24 |         24 |        135 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\regression_analysis.py                                                                              | Python           |         50 |         20 |         14 |         84 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\removing_standards.py                                                                               | Python           |         60 |         15 |         16 |         91 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\repeat_unit_analysis.py                                                                             | Python           |        161 |         55 |         49 |        265 |
