ID,RT,DT,CCS,m/z,Abundance,36 2286 - Mitra.d.DeMP, 39 2182 - Mitra.d.DeMP, 42 2187 - Mitra.d.DeMP, 45 2854 - Mitra.d.DeMP, 48 2911 - Mitra.d.DeMP, 126 1777 - Mitra.d.DeMP, 129 1821 - Mitra.d.DeMP, 132 1673 - Mitra.d.DeMP, 135 1894 - Mitra.d.DeMP, 138 3330 - Mitra.d.DeMP, 81 2003 - Mitra.d.DeMP, 84 2095 - Mitra.d.DeMP, 87 2046 - Mitra.d.DeMP, 90 2889 - Mitra.d.DeMP, 93 3021 - Mitra.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
3307,14.976,33.7,250.36,555.4433,24,0.001,61,0.001,0.001,0.001,0.001,0.001,180,0.001,0.001,0.001,0.001,0.001,116,0.001,0.001,0.001,0.001
3308,15.399,35.42,262.03,687.46,24,0.001,56,50,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,161,0.001,0.001,0.001,0.001,0.001
3309,15.344,32.641,242.57,569.4192,24,0.001,0.001,126,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137,0.001,0.001,0.001,0.001,0.001
3310,14.551,24.401,183.3,373.0423,24,0.001,0.001,0.001,0.001,0.001,0.001,0.001,95,0.001,0.001,0.001,0.001,262,0.001,0.001,0.001,0.001,0.001
3311,15.299,36.219,267.74,713.4726,24,0.001,104,0.001,0.001,84,0.001,109,0.001,0.001,60,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3312,14.423,31.123,231.73,493.388,24,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,130,0.001,115,0.001,111,0.001,0.001,0.001
3313,11.637,26.176,197,353.2117,24,0.001,0.001,0.001,0.001,0.001,0.001,76,115,0.001,69,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001
3314,13.448,27.467,205.1,447.2509,24,0.001,0.001,0.001,0.001,0.001,0.001,93,0.001,0.001,94,104,65,0.001,0.001,0.001,0.001,0.001,0.001
3315,13.536,21.6,162.88,355.0196,24,0.001,105,0.001,93,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,0.001,0.001
3316,10.972,24.874,187.73,339.2521,24,61,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,294,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3317,10.053,19.122,145.48,285.0426,24,60,52,0.001,66,54,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001,59,0.001,0.001,0.001,0.001
3318,11.457,26.517,198.78,411.2521,24,0.001,121,0.001,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,0.001,0.001,73,0.001,0.001,0.001
3319,14.975,24.782,183.56,630.9573,24,0.001,0.001,0.001,0.001,53,0.001,53,73,54,0.001,0.001,50,0.001,71,0.001,0.001,0.001,0.001
3320,13.626,28.306,211.34,448.282,24,0.001,0.001,0.001,0.001,0.001,63,0.001,173,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001,0.001
3321,14.041,27.342,203.24,543.0555,24,82,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,90,0.001,92,0.001,0.001,0.001,0.001
3322,15.919,38.077,280.9,779.5782,24,0.001,0.001,0.001,73,0.001,0.001,0.001,0.001,0.001,192,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001
3323,12.206,20.217,154.2,266.9973,24,0.001,0.001,84,68,0.001,0.001,0.001,0.001,81,0.001,0.001,0.001,120,0.001,0.001,0.001,0.001,0.001
3324,11.36,17.372,133.97,217.0322,24,0.001,223,0.001,0.001,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3325,13.255,29.524,220.15,491.2884,23,59,0.001,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,71,0.001,0.001,167,0.001,0.001,0.001,0.001
3326,13.847,30.062,223.95,508.3071,23,0.001,167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,185,0.001,0.001,0.001,0.001,0.001
3327,13.619,33.782,250.58,594.4678,23,64,0.001,58,0.001,0.001,0.001,55,0.001,62,0.001,54,0.001,58,0.001,0.001,0.001,0.001,0.001
3328,16.211,37.632,277.71,764.5247,23,0.001,0.001,0.001,0.001,59,164,0.001,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3329,13.474,31.574,234.82,515.3735,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,245,0.001,0.001,106,0.001,0.001,0.001,0.001,0.001
3330,13.241,32.453,241.14,533.3812,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,93,75,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3331,14.009,27.989,209.6,407.3531,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,242,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3332,11.945,29.837,222.24,520.261,23,0.001,0.001,0.001,131,103,0.001,0.001,0.001,0.001,117,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3333,14.262,32.011,238.48,519.404,23,67,0.001,78,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,0.001
3334,12.975,18.298,140.14,243.0304,23,0.001,84,0.001,0.001,0.001,85,0.001,0.001,94,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3335,15.249,35.587,263.88,601.3544,23,0.001,0.001,0.001,0.001,184,0.001,0.001,0.001,0.001,96,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001
3336,15.148,38.391,283.2,812.5051,23,62,74,68,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,60,0.001,0.001,0.001,0.001,0.001,0.001
3337,13.46,30.097,224.1,518.2911,23,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,217,0.001,0.001,0.001
3338,10.91,18.574,141.76,264.0327,23,0.001,0.001,0.001,182,0.001,167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3339,1.255,20.887,159.04,279.0654,23,0.001,67,171,0.001,0.001,0.001,0.001,111,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3340,13.98,33.081,244.92,622.3368,23,0.001,0.001,0.001,0.001,0.001,277,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,0.001,0.001,0.001,0.001
3341,13.596,30.94,229.67,556.3053,23,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001,145,0.001,0.001,108,0.001,0.001,0.001,0.001,0.001
3342,13.092,30.208,225.25,468.3766,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,115,0.001,67,0.001,166,0.001,0.001,0.001,0.001,0.001,0.001
3343,2.196,22.616,170.67,330.1211,23,0.001,0.001,0.001,0.001,0.001,115,0.001,0.001,0.001,155,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3344,0.236,21.903,165.7,316.1129,23,62,0.001,0.001,0.001,0.001,0.001,0.001,109,86,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001
3345,14.902,39.72,292.89,817.5782,23,0.001,0.001,0.001,177,0.001,170,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3346,12.904,26.413,198.64,373.273,23,0.001,0.001,0.001,121,0.001,0.001,0.001,0.001,226,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3347,13.349,24.015,182.31,303.4368,23,159,188,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3348,11.47,18.641,144.48,197.0258,23,108,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,71,0.001,0.001,63,0.001,105,0.001,0.001,0.001
3349,15.947,36.747,271.59,674.5721,23,0.001,0.001,0.001,0.001,0.001,0.001,108,0.001,0.001,0.001,110,0.001,0.001,0.001,128,0.001,0.001,0.001
3350,14.524,30.845,229.33,522.3556,23,0.001,0.001,0.001,0.001,0.001,0.001,55,91,139,0.001,0.001,0.001,0.001,61,0.001,0.001,0.001,0.001
3351,14.109,37.335,275.35,753.4701,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,213,0.001,0.001,0.001
3352,10.85,17.11,131.85,220.0266,23,0.001,0.001,0.001,273,0.001,0.001,0.001,73,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3353,15.24,37.331,275.45,755.4904,23,0.001,0.001,65,0.001,0.001,0.001,68,0.001,91,0.001,0.001,0.001,0.001,50,72,0.001,0.001,0.001
3354,10.741,26.487,198.17,427.2103,23,0.001,0.001,0.001,66,0.001,0.001,58,0.001,70,0.001,0.001,0.001,69,82,0.001,0.001,0.001,0.001
3355,7.285,22.692,171.92,300.1464,23,0.001,0.001,0.001,0.001,0.001,0.001,139,0.001,0.001,0.001,99,0.001,0.001,0.001,106,0.001,0.001,0.001
3356,11.59,19.032,143.58,350.9666,23,91,0.001,125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001
3357,0.514,22.853,172,366.9835,23,78,64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,97,0.001,0.001,0.001,0.001
3358,14.418,29.36,219.81,421.3678,23,0.001,0.001,0.001,121,0.001,0.001,0.001,109,0.001,113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3359,9.18,21.594,162.67,359.0336,23,53,51,57,0.001,0.001,0.001,0.001,53,52,0.001,0.001,77,0.001,0.001,0.001,0.001,0.001,0.001
3360,13.111,25.05,189.06,339.3531,23,0.001,0.001,192,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001
3361,1.174,19.532,164.1,83.0512,23,0.001,0.001,122,0.001,221,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3362,5.334,17.519,134.33,238.1733,23,0.001,0.001,0.001,0.001,52,0.001,0.001,106,0.001,108,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001
3363,12.215,26.52,197.6,507.0491,23,0.001,67,0.001,78,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,130,0.001,0.001,0.001,0.001,0.001
3364,13.414,30.077,223.58,544.2649,23,93,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001
3365,12.411,41.961,308.26,1002.2646,23,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,101,68,0.001,0.001,0.001,0.001
3366,14.592,21.718,164.83,299.0242,23,65,69,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,56,67,0.001,0.001,0.001,0.001,0.001
3367,8.36,29.25,219.95,369.1742,23,0.001,0.001,0.001,0.001,57,0.001,182,0.001,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3368,0.34,17.105,133.18,187.0397,23,80,0.001,143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001
3369,15.196,37.3,275.25,756.4921,23,0.001,0.001,0.001,59,0.001,0.001,0.001,0.001,0.001,123,0.001,0.001,61,98,0.001,0.001,0.001,0.001
3370,14.442,33.74,256.82,283.2636,23,0.001,96,113,132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3371,11.041,24.82,188.37,293.2105,23,60,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,168,0.001,0.001,0.001,0.001,0.001
3372,14.114,34.65,256.88,619.4747,23,73,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,56,0.001,0.001,0.001,0.001,0.001
3373,1.496,33.254,256.48,212.0012,23,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,138,111,0.001,0.001,0.001,0.001,0.001,0.001
3374,11.679,27.985,208.81,473.2303,23,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,143,0.001,0.001,0.001,0.001,113,0.001,0.001,0.001
3375,15.975,40.165,295.81,883.5325,23,117,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61,75,0.001,0.001,0.001,0.001
3376,10.536,27.095,202.6,453.2457,23,0.001,104,0.001,126,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3377,12.673,28.656,214.04,473.2509,23,0.001,77,100,0.001,81,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3378,14.672,31.527,234.64,501.3951,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,232,0.001,0.001,0.001,0.001,106,0.001,0.001,0.001,0.001,0.001
3379,15.485,25.795,190.65,744.949,22,58,80,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,71,60,0.001,0.001,0.001,0.001,0.001,0.001
3380,11.15,28.791,214.96,476.2522,22,0.001,0.001,0.001,115,125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001
3381,11.807,25.207,190.41,343.2251,22,101,0.001,0.001,177,59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3382,14.928,33.725,250.68,562.5196,22,0.001,127,132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001
3383,0.718,26.199,216.65,92.9281,22,0.001,0.001,72,0.001,0.001,62,110,0.001,0.001,93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3384,13.468,23.149,176.03,281.2443,22,0.001,0.001,0.001,157,0.001,0.001,0.001,0.001,0.001,56,0.001,0.001,123,0.001,0.001,0.001,0.001,0.001
3385,12.102,34.344,259.86,311.1678,22,0.001,0.001,55,0.001,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,67,0.001,79,0.001,0.001,0.001
3386,15.162,33.413,248.34,555.4614,22,0.001,0.001,0.001,0.001,263,73,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3387,14.365,18.374,141.89,206.9962,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118,115,0.001,0.001,0.001,0.001,103,0.001,0.001,0.001,0.001
3388,12.056,19.112,145.53,285.043,22,74,0.001,105,71,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3389,13.92,31.283,232.1,568.2632,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83,178,0.001,0.001,73,0.001,0.001,0.001,0.001,0.001,0.001
3390,16.365,27.36,204.97,419.3017,22,0.001,0.001,0.001,0.001,228,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3391,13.524,27.67,207.25,405.3722,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,243,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3392,8.608,24.152,182.18,333.2065,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,233,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3393,14.342,33.471,248.17,582.3778,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001,178,0.001,0.001,0.001,0.001,0.001
3394,16.212,38.129,281.31,793.5564,22,0.001,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,181,0.001,0.001,0.001
3395,14.141,30.727,229.01,476.3823,22,0.001,0.001,0.001,0.001,0.001,0.001,50,81,56,0.001,0.001,0.001,0.001,145,0.001,0.001,0.001,0.001
3396,11.476,18.842,150.64,131.0123,22,0.001,88,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,62,0.001,0.001,0.001,81,0.001,0.001,0.001
3397,11.583,18.57,141.88,265.028,22,0.001,0.001,185,0.001,147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3398,13.849,42.404,321.97,281.2492,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,165,0.001,0.001,166,0.001,0.001,0.001
3399,12.912,29.458,219.36,504.2726,22,0.001,0.001,58,0.001,0.001,0.001,72,0.001,123,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001
3400,16.164,37.842,279.04,760.5482,22,0.001,0.001,0.001,0.001,0.001,63,0.001,0.001,0.001,89,0.001,0.001,0.001,74,105,0.001,0.001,0.001
3401,9.401,20.842,156.65,368.9731,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,99,0.001,0.001,0.001,80,78,0.001,0.001,0.001,56
3402,13.748,32.739,243.5,513.4152,22,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,166,0.001,0.001,0.001,0.001,88,0.001,0.001,0.001,0.001
3403,13.777,20.846,158.46,282.9935,22,0.001,83,0.001,0.001,0.001,77,0.001,0.001,74,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001
3404,0.234,20.347,154.45,292.1915,22,0.001,0.001,0.001,0.001,67,0.001,0.001,120,0.001,0.001,0.001,82,0.001,0.001,61,0.001,0.001,0.001
3405,5.353,19.61,155.68,141.0184,22,0.001,125,0.001,0.001,0.001,0.001,52,89,0.001,0.001,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001
3406,15.666,24.358,183.83,329.2321,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,71,96,0.001,0.001,0.001,0.001,101,61,0.001,0.001,0.001
3407,9.633,28.473,212.18,495.2356,22,0.001,0.001,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,102,0.001,139,0.001,0.001,0.001
3408,11.466,26.957,202.12,425.2682,22,0.001,132,90,107,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3409,5.261,25.238,189.95,353.1781,22,0.001,0.001,0.001,0.001,0.001,0.001,150,0.001,0.001,0.001,0.001,0.001,0.001,179,0.001,0.001,0.001,0.001
3410,0.452,23.484,176.64,369.0996,22,109,0.001,0.001,0.001,0.001,0.001,146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74,0.001,0.001,0.001
3411,13.671,25.829,194.87,354.3009,22,0.001,145,66,118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3412,9.406,18.546,139.6,369.0939,22,0.001,63,0.001,78,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,0.001,0.001,0.001,0.001
3413,16.011,33.273,246.69,611.3652,22,0.001,0.001,62,50,0.001,0.001,63,0.001,70,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001
3414,14.939,32.324,240.25,571.4345,22,0.001,0.001,94,100,59,0.001,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3415,13.953,29.649,221.05,494.2873,22,0.001,0.001,108,82,0.001,0.001,0.001,0.001,0.001,0.001,63,75,0.001,0.001,0.001,0.001,0.001,0.001
3416,13.35,25.806,194.4,361.1909,22,106,95,0.001,0.001,0.001,0.001,126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3417,4.191,21.52,163.63,285.1125,22,0.001,0.001,63,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,52,0.001,0.001,0.001
3418,13.117,20.49,155.56,287.0384,22,0.001,0.001,0.001,0.001,0.001,60,0.001,0.001,60,80,0.001,0.001,60,0.001,67,0.001,0.001,0.001
3419,14.887,16.454,130.23,149.0084,22,0.001,96,0.001,89,0.001,0.001,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3420,14.363,32.566,242.4,523.4357,22,0.001,0.001,110,0.001,89,0.001,0.001,0.001,76,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3421,14.323,32.064,238.12,545.4194,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,99,0.001,72,65,0.001,0.001,0.001,0.001,0.001
3422,14.442,32.914,250.54,283.264,22,0.001,0.001,172,153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3423,15.885,34.708,257.5,611.5259,22,71,0.001,135,0.001,0.001,0.001,0.001,0.001,119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3424,10.804,26.573,199.61,391.1779,22,0.001,0.001,0.001,56,123,0.001,145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3425,7.502,28.983,217.99,367.1571,22,0.001,0.001,0.001,0.001,133,54,0.001,0.001,0.001,0.001,0.001,0.001,137,0.001,0.001,0.001,0.001,0.001
3426,0.454,14.785,122.59,92.0255,22,0.001,0.001,0.001,0.001,197,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3427,15.494,38.229,282.19,782.5296,22,55,50,0.001,87,0.001,0.001,0.001,0.001,0.001,0.001,70,0.001,62,0.001,0.001,0.001,0.001,0.001
3428,13.301,35.996,266.19,677.4544,22,0.001,0.001,0.001,76,0.001,77,87,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3429,13.383,27.258,203.07,486.1149,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,136,80,0.001,0.001,0.001,107,0.001,0.001,0.001,0.001,0.001
3430,2.152,20.32,155.7,243.1029,22,0.001,0.001,245,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001
3431,16.445,36.81,271.96,686.628,22,0.001,0.001,0.001,0.001,0.001,0.001,0.001,215,0.001,0.001,0.001,0.001,0.001,0.001,108,0.001,0.001,0.001
3432,13.397,30.639,227.03,601.1228,21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98,125,99,0.001,0.001,0.001,0.001
3433,14.437,23.36,177.4,283.9284,21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,164,0.001,157,0.001,0.001,0.001,0.001
3434,13.433,32.274,239.79,535.398,21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,168,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3435,13.196,31.436,234.06,493.3895,21,0.001,0.001,0.001,0.001,0.001,0.001,218,0.001,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3436,3.909,23.675,191.2,116.9726,21,82,0.001,0.001,0.001,80,78,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3437,13.758,32.836,243.89,561.4134,21,0.001,0.001,0.001,125,0.001,0.001,0.001,0.001,0.001,98,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3438,16.309,36.821,271.75,726.5114,21,0.001,0.001,0.001,0.001,0.001,142,58,0.001,120,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3439,2.506,16.784,131.75,165.0548,21,0.001,0.001,0.001,0.001,148,0.001,172,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3440,13.344,28.844,215.33,471.2511,21,0.001,97,78,0.001,0.001,85,60,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3441,15.597,13.147,100.48,259.9317,21,0.001,66,63,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,69,0.001,0.001,51,58,0.001,0.001
3442,14.197,34.168,253.02,616.4619,21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,80,70,0.001,0.001,93,0.001,0.001,0.001
3443,6.688,23.91,180.84,327.216,21,75,70,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001
3444,15.363,19.544,150.29,225.0245,21,0.001,0.001,0.001,69,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,87,0.001,0.001,0.001
3445,12.396,40.539,298.31,908.3748,21,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001
3446,13.311,27.546,206.15,433.2356,21,0.001,0.001,0.001,144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,0.001
3447,12.872,26.505,198.79,410.2564,21,0.001,0.001,124,0.001,74,0.001,0.001,0.001,0.001,120,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3448,11.145,23.451,177.93,295.3351,21,0.001,0.001,0.001,0.001,118,0.001,87,0.001,0.001,0.001,0.001,0.001,113,0.001,0.001,0.001,0.001,0.001
3449,13.001,31.239,233.17,465.359,21,0.001,0.001,0.001,113,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001
3450,5.168,23.529,178.07,327.2166,21,0.001,77,0.001,100,140,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3451,4.038,29.886,228.7,245.0484,21,92,0.001,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001
3452,3.484,25.926,193.78,453.0854,21,181,0.001,0.001,0.001,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3453,7.454,27.325,204.59,427.2011,21,0.001,0.001,0.001,178,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,139,0.001,0.001,0.001
3454,14.968,33.796,250.67,573.4513,21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,123,75,0.001,0.001,57,62,0.001,0.001,0.001
3455,0.479,17.644,136.63,198.0402,21,0.001,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,69,0.001,0.001,0.001,84,0.001,0.001,0.001,0.001
3456,11.076,18.586,142,265.0284,21,0.001,0.001,172,144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3457,7.227,27.897,208.56,469.2403,21,0.001,117,0.001,199,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3458,11.158,26.572,199.71,395.1857,21,0.001,128,78,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3459,13.945,28.433,212.75,417.3728,21,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129,0.001,187,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3460,13.609,27.545,206.31,422.2556,21,0.001,92,75,0.001,0.001,0.001,0.001,0.001,59,0.001,0.001,0.001,89,0.001,0.001,0.001,0.001,0.001
3461,13.886,26.858,201.84,381.336,21,0.001,85,0.001,70,0.001,0.001,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001
3462,6.344,18.397,140.67,252.0002,21,0.001,0.001,78,54,0.001,0.001,0.001,68,59,0.001,56,0.001,0.001,0.001,0.001,0.001,0.001,52
