Date : 2025-04-17 09:41:49
Directory : f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-
Total : 246 files,  74009 codes, 294 comments, 671 blanks, all 74974 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\post_source_decay_filter.py                                                          | Python           |        -39 |         -9 |        -22 |        -70 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\modules\smearing_filter.py                                                                   | Python           |        -34 |         -6 |        -10 |        -50 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\output\final_adjusted_dataset.csv                                                            | CSV              |     -1,808 |          0 |         -1 |     -1,809 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\tests\Dummy scored data.csv                                                                  | CSV              |         -6 |          0 |         -1 |         -7 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\tests\__pycache__\_init_.py                                                                  | Python           |          0 |          0 |         -1 |         -1 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\tests\test_remove_post_source_decay.py                                                       | Python           |        -36 |         -7 |        -12 |        -55 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Development Scripts\Peak Alignment\Debugging alignment.py                                    | Python           |       -217 |        -35 |        -50 |       -302 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\Atomic_weight_importing.py                                         | Python           |        -79 |        -18 |        -29 |       -126 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\Example binary search tool.py                                      | Python           |        -71 |        -14 |        -22 |       -107 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\Resolving_power.py                                                 | Python           |          0 |          0 |         -1 |         -1 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\Isotopic_modeling\Modules\monoisotopic_peak_puller.py                                        | Python           |       -155 |        -16 |        -32 |       -203 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\Align_peaks_algorithm.py                                                             | Python           |       -148 |        -26 |        -37 |       -211 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\auto_reload.py                                                                       | Python           |        -30 |          0 |         -8 |        -38 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\blank_subtraction.py                                                                 | Python           |        -43 |         -6 |        -12 |        -61 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\cef_conversion.py                                                                    | Python           |       -149 |        -19 |        -37 |       -205 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\data_importing.py                                                                    | Python           |       -250 |        -20 |        -45 |       -315 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\drag_drop_widget.py                                                                  | Python           |       -188 |        -13 |        -37 |       -238 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\feather_reader.py                                                                    | Python           |        -30 |         -2 |         -7 |        -39 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\home.py                                                                              | Python           |        -19 |         -4 |         -9 |        -32 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\peak_alignment.py                                                                    | Python           |       -229 |        -14 |        -46 |       -289 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\modules\pre_processing_tab.py                                                                | Python           |        -15 |         -2 |         -7 |        -24 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.3\styles\theme.qss                                                                             | QSS              |        -21 |          0 |         -3 |        -24 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\Project organization\PIMMS flowchart.md                                                                 | Markdown         |        -15 |          0 |         -5 |        -20 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\config.json                                                                                             | JSON             |         -1 |          0 |          0 |         -1 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\debug_filtered_IM_group.csv                                                                             | CSV              |        -43 |          0 |         -1 |        -44 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\debug_stacked_df.csv                                                                                    | CSV              |       -505 |          0 |         -1 |       -506 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\filtered_neutral_loss_groups.csv                                                                        | CSV              |        -11 |          0 |         -1 |        -12 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\group_df.csv                                                                                            | CSV              |         -5 |          0 |         -1 |         -6 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\main.py                                                                                                 | Python           |        -38 |         -8 |        -17 |        -63 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\mass_groups.csv                                                                                         | CSV              |        -71 |          0 |         -1 |        -72 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\neutral_loss_groups_after_filtering.csv                                                                 | CSV              |        -52 |          0 |         -1 |        -53 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\requirements.txt                                                                                        | pip requirements |        -12 |          0 |          0 |        -12 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\setup_environment.sh                                                                                    | Shell Script     |        -11 |         -5 |         -4 |        -20 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\stacked_df.csv                                                                                          | CSV              |       -505 |          0 |         -1 |       -506 |
| c:\Users\Baker Lab 5\Desktop\GPK\PIMMS\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\stacked_df_debug.csv                                                                                    | CSV              |       -124 |          0 |         -1 |       -125 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\Dockerfile                                                                                                                                  | Docker           |         20 |          7 |          7 |         34 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\All analytes comparison master.csv                                                             | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\COM (no halogens).csv                                                                          | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\Report single ion features.csv                                                                 | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after smearing filter detection native analytes only test.csv                                  | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_blank_subtraction.csv                                                                    | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_branching_filter.csv                                                                     | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_detection_frequency_filter.csv                                                           | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_fluorinated_density_filter.csv                                                           | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_mass_defect_filter.csv                                                                   | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_monoisotopic_filter.csv                                                                  | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_smearing_filter.csv                                                                      | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\after_standards_removal.csv                                                                    | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\common organic molecules all features.csv                                                      | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Comparison test output\unbiased all analytes.csv                                                                      | CSV              |        241 |          0 |          1 |        242 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\All Features - No Blank Subtraction.csv                                                                    | CSV              |      9,078 |          0 |          1 |      9,079 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\All Features - Unbiased.csv                                                                                | CSV              |      8,806 |          0 |          1 |      8,807 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\All Features - no halogen model.csv                                                                        | CSV              |      9,109 |          0 |          1 |      9,110 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\All Features - unchecked single ion features.csv                                                           | CSV              |      1,165 |          0 |          1 |      1,166 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_RT_CCS_filter.csv                                                                                    | CSV              |        139 |          0 |          1 |        140 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_RT_CCS_filter_grouped.csv                                                                            | CSV              |        150 |          0 |          1 |        151 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_adduct_filter.csv                                                                                    | CSV              |         92 |          0 |          1 |         93 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_blank_subtraction.csv                                                                                | CSV              |      9,078 |          0 |          1 |      9,079 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_branching_filter.csv                                                                                 | CSV              |      4,970 |          0 |          1 |      4,971 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_crude_filters.csv                                                                                    | CSV              |      6,994 |          0 |          1 |      6,995 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_decay_filter 2.csv                                                                                   | CSV              |        764 |          0 |          1 |        765 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_decay_filter.csv                                                                                     | CSV              |        821 |          0 |          1 |        822 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_decay_filter_test.csv                                                                                | CSV              |          7 |          0 |          1 |          8 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_detection_frequency_filter.csv                                                                       | CSV              |        783 |          0 |          1 |        784 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_fluorinated_density_filter.csv                                                                       | CSV              |      1,405 |          0 |          1 |      1,406 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_mass_defect_filter.csv                                                                               | CSV              |      1,255 |          0 |          1 |      1,256 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_monoisotopic_filter.csv                                                                              | CSV              |      4,970 |          0 |          1 |      4,971 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_neutral_loss_filter.csv                                                                              | CSV              |         90 |          0 |          1 |         91 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_post_source_decay.csv                                                                                | CSV              |        928 |          0 |          1 |        929 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_post_source_decay_and_chromatography_filtering.csv                                                   | CSV              |         95 |          0 |          1 |         96 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_smearing_filter.csv                                                                                  | CSV              |      6,994 |          0 |          1 |      6,995 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\PIMMS data\after_standards_removal.csv                                                                                | CSV              |        766 |          0 |          1 |        767 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Skyline comparison data\Detection_frequency_skyline_output.csv                                                        | CSV              |         38 |          0 |          1 |         39 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Skyline comparison data\Detection_frequency_skyline_output_linear.csv                                                 | CSV              |         31 |          0 |          1 |         32 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Skyline comparison data\Skyline_all_analyte_detection_frequency.xlsx                                                  | Excel            |        445 |          0 |          2 |        447 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list.csv                                                                                          | CSV              |         38 |          0 |          1 |         39 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list_linear_only.csv                                                                              | CSV              |         31 |          0 |          1 |         32 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list_native_analytes.csv                                                                          | CSV              |          6 |          0 |          1 |          7 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS Validation work\Target lists\Target_list_native_analytes_test.csv                                                                     | CSV              |          2 |          0 |          2 |          4 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Blank Subtraction Workflow Script.py                                                                          | Python           |         35 |         13 |         14 |         62 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Confusion matrix script.py                                                                                    | Python           |         56 |         17 |         22 |         95 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Detection Frequency script.py                                                                                 | Python           |         98 |         19 |         32 |        149 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Feature count script.py                                                                                       | Python           |         35 |         10 |         13 |         58 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Feature search script.py                                                                                      | Python           |        475 |         63 |         96 |        634 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Model development processor.py                                                                                | Python           |        314 |         60 |         74 |        448 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\Year organization script.py                                                                                   | Python           |         21 |          7 |          8 |         36 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.1.0\setup_environment.py                                                                                          | Python           |         43 |          0 |         13 |         56 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.1 files\PIMMS v1.2\Subtracted_reader.py                                                                                            | Python           |         79 |          7 |         14 |        100 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CCSRT v mz predictions\Library Data for model building.csv                                                                       | CSV              |        101 |          0 |          1 |        102 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CCSRT v mz predictions\quantile_adjuster.py                                                                                      | Python           |         66 |         16 |         20 |        102 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CCSRT v mz predictions\quantile_regression_model_CCS.py                                                                          | Python           |        206 |         36 |         50 |        292 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CCSRT v mz predictions\quantile_regression_model_CCS_testing_different_methods.py                                                | Python           |        207 |         35 |         49 |        291 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CCSRT v mz predictions\quantile_regression_model_RT.py                                                                           | Python           |        179 |         27 |         39 |        245 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CCSRT v mz predictions\scaled_v_unscaled_logarithm.py                                                                            | Python           |        159 |         21 |         32 |        212 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\CEF_PIMMS_matcher.py                                                                                                 | Python           |        136 |          4 |         38 |        178 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\CEF_matching_algorithm.py                                                                                            | Python           |        193 |          6 |         51 |        250 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\CEF_parser.py                                                                                                        | Python           |         62 |          2 |         21 |         85 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\testing\Feature 1 - Browser.csv                                                                                      | CSV              |      7,911 |          0 |          1 |      7,912 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\testing\Feature 1 - CEF.csv                                                                                          | CSV              |          5 |          0 |          1 |          6 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\CEF_reading\testing\NIST SRM-1957 10.d.DeMP.csv                                                                                  | CSV              |      5,933 |          0 |          1 |      5,934 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\PIMMS Processed Data set - Kara Dolphins.csv                                                                         | CSV              |        804 |          0 |          1 |        805 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\PIMMS Processed Data set for testing (2).csv                                                                         | CSV              |        386 |          0 |          1 |        387 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\PIMMS Processed Data set for testing.csv                                                                             | CSV              |         21 |          0 |          1 |         22 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\PIMMS Processed Data set test.csv                                                                                    | CSV              |          2 |          0 |          1 |          3 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\PIMMS Processed Data set.csv                                                                                         | CSV              |         90 |          0 |          1 |         91 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\adjusted_after_blank_subtraction.csv                                                                                 | CSV              |      9,078 |          0 |          1 |      9,079 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\branching_filter.csv                                                                                                 | CSV              |      5,223 |          0 |          1 |      5,224 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Data_output\post_smearing_filter.csv                                                                                             | CSV              |          9 |          0 |          1 |         10 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Figures\sankey_filtering_performance.py                                                                                          | Python           |        106 |          9 |         10 |        125 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\FluoromatchIM Processor v1.1.py                                                                                                  | Python           |        312 |         60 |         74 |        446 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\IMspector Gadget Main.py                                                                                        | Python           |         81 |         15 |         32 |        128 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\analysis.py                                                                                                     | Python           |         94 |         11 |         30 |        135 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\app.py                                                                                                          | Python           |         26 |          8 |         14 |         48 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\app_layout.py                                                                                                   | Python           |         93 |         10 |          4 |        107 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\assets\styles.css                                                                                               | CSS              |        164 |         35 |         27 |        226 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\callbacks.py                                                                                                    | Python           |        182 |         16 |         28 |        226 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_library_search_modules\library_search_module.py                                                        | Python           |        356 |         54 |         95 |        505 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\CCS_mz_trend_analysis.py                                                                       | Python           |        190 |         16 |         47 |        253 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\dash_formatting.py                                                                             | Python           |         26 |          0 |          3 |         29 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\mz_repeating_unit_analysis_binary_search.py                                                    | Python           |        104 |          7 |         18 |        129 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\ccs_v_mz_modules\plotly_graphing.py                                                                             | Python           |        425 |         41 |         91 |        557 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\config.py                                                                                                       | Python           |         20 |          6 |          8 |         34 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\data_processing.py                                                                                              | Python           |         18 |          0 |          5 |         23 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\graphing.py                                                                                                     | Python           |        182 |         15 |         48 |        245 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\neutral_loss_modules\neutral_mass_loss_analysis.py                                                              | Python           |        524 |         45 |        135 |        704 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\neutral_loss_modules\neutral_mass_loss_analysis_compares_to_external_lib.py                                     | Python           |        165 |          6 |         42 |        213 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\neutral_loss_modules\neutral_mass_loss_plotting.py                                                              | Python           |        196 |         16 |         32 |        244 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\IMspector Gadget\rt_v_mz_library_search_modules\rt_v_mz_library_searcher.py                                                      | Python           |        436 |         59 |        123 |        618 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\Main.py                                                                                                                          | Python           |        387 |         27 |         52 |        466 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\OpenMS\2D_spectrum_import.py                                                                                                     | Python           |         47 |          9 |         15 |         71 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\OpenMS\Testing_OpenMS.py                                                                                                         | Python           |         75 |          7 |         23 |        105 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\OpenMS\mzML file creator.py                                                                                                      | Python           |         67 |          2 |          4 |         73 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Feature_list_scanner.py                                                                                 | Python           |        228 |         34 |         54 |        316 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Mass_profiler_results_scatter_plot.py                                                                   | Python           |         50 |          9 |         13 |         72 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Performance with peak area.py                                                                           | Python           |        101 |         14 |         14 |        129 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Scatter plot for post-blank subtracted data.py                                                          | Python           |        103 |         15 |         15 |        133 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\PIMMS Validation Scripts\Scatter plot for pre-blank subtracted data.py                                                           | Python           |        107 |         14 |         13 |        134 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Baker_Group_RPLC_DTIMS_MS_PFAS_Library_Negative.csv                                                                | CSV              |        120 |          0 |          1 |        121 |
| f:\PFAS-IMplementor-for-Mass-Spectrometry--PIMMS-\PIMMS v1.2\import folder\Kauffman_M-H_external_PFAS_library_mz_only.csv                                                                     | CSV              |      2,587 |          0 |          1 |      2,588 |
