ID,RT,DT,CCS,m/z,30 CC7-1.d.DeMP, 31 CC7-2.d.DeMP, 32 CC7-3.d.DeMP, 187 CC7-1.d.DeMP, 188 CC7-2.d.DeMP, 189 CC7-3.d.DeMP, 193 B3 MB-1.d.DeMP, 194 B3 MB-2.d.DeMP, 195 B3 MB-3.d.DeMP, 260 B4 MB-1.d.DeMP, 261 B4 MB-2.d.DeMP, 262 B4 MB-3.d.DeMP, 103 B2 MB-1.d.DeMP, 104 B2 MB-2.d.DeMP, 105 B2 MB-3.d.DeMP, 36 B1 MB-1.d.DeMP, 37 B1 MB-2.d.DeMP, 38 B1 MB-3.d.DeMP
62109,0.565,41.097,326.94,135.0294,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62110,0.529,11.622,180.3,89.0241,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62111,3.645,33.349,247.79,522.3529,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62112,2.951,25.711,189.86,665.3087,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62113,1.567,29.152,218.64,377.5556,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62114,0.452,18.871,144.64,224.069,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62115,2.159,29.483,220.08,437.2858,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62116,3.596,21.788,166.4,241.6274,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62117,3.24,22.832,169.68,498.9345,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62118,0.659,28.071,204.83,1622.1653,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62119,2.345,26.414,1342.02,587.0985,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62120,1.631,26.634,198.77,435.2054,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62121,3.631,28.347,824.81,639.6586,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62122,0.966,12.94,98.1,268.9855,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62123,3.518,23.234,172.51,515.7158,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62124,2.983,23.595,178.43,299.4383,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62125,1.518,31.547,233.35,624.2201,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62126,1.948,34.756,256.09,771.1959,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62127,1.829,32.178,237.18,756.9326,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,0.001,104,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62128,1.842,34.074,251.15,755.1559,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62129,3.861,33.6,248.86,597.4198,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62130,0.58,29.605,218.22,746.788,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62131,3.452,23.295,176.64,281.3167,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,55,0.001,0.001,0.001,0.001,0.001
62132,0.414,1.865,14.27,135.0279,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62133,3.289,29.388,223.15,277.2172,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62134,0.865,16.218,130.39,116.9755,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62135,0.62,41.622,320.12,219.0427,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62136,1.594,23.396,176.57,314.3242,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62137,0.305,16.654,131.11,148.9797,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62138,3.402,28.182,208.44,624.311,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62139,0.407,17.733,149.61,76.9541,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62140,0.808,2.146,15.65,328.9783,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62141,2.758,30.953,676.77,665.0228,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62142,0.155,19.431,142.93,780.8079,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62143,2.312,24.161,179.33,527.1043,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62144,2.949,25.601,189.05,665.4161,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62145,4.452,27.631,205.89,462.1959,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62146,1.918,35.123,259.83,634.0999,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62147,1.056,25.826,189.35,1028.6774,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62148,4.472,37.149,274.37,692.1569,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62149,2.201,21.018,156.42,467.5569,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62150,3.756,37.353,275.44,751.7147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,116,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62151,3.921,27.205,203.6,398.3488,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85,0.001,99
62152,4.148,32.042,238.06,520.4491,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001
62153,1.034,22.978,168.86,854.6987,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118
62154,1.458,22.767,169.86,432.8702,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62155,0.523,19.27,156.27,108.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62156,0.541,30.135,223.09,603.1521,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62157,0.715,25.34,194.8,216.0436,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62158,0.676,29.801,221.02,557.2036,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62159,3.167,34.193,252.98,628.3346,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62160,0.654,27.377,217.62,135.0388,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62161,3.939,23.842,180.46,293.6875,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62162,3.417,29.142,214.46,818.9503,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62163,0.469,23.244,177.29,248.9922,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62164,2.384,55.114,409.95,518.9689,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62165,3.652,33.921,251.38,582.9755,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62166,0.755,25.644,192.33,373.1973,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62167,4.135,21.261,161.56,267.0848,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62168,4.295,29.774,221.16,523.2457,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62169,3.384,29.737,1509.59,946.4646,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62170,1.828,31.299,685.15,568.0856,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62171,2.42,33.121,244.85,651.2103,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62172,4.687,20.054,153.27,237.0943,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62173,2.783,27.444,202.98,621.8617,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62174,1.866,6.568,50.62,181.0695,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62175,4.231,26.011,191.67,745.9553,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62176,3.481,34.846,255.45,1101.1877,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62177,1.967,31.575,234.81,503.2148,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62178,1.219,22.613,170.45,322.8839,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62179,2.626,25.018,184.57,695.8458,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62180,2.909,36.047,266.18,696.3491,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62181,0.924,8.554,63.93,349.1077,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62182,3.793,12.581,94.5,330.2488,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62183,3.615,30.495,223.96,939.4802,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62184,2.089,26.722,197.7,610.8181,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,77,0.001
62185,1.377,31.052,229.93,599.1741,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62186,2.397,26.701,197.91,563.9969,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62187,0.953,48.197,363.67,326.9796,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62188,3.852,28.927,220.5,255.239,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62189,0.559,15.134,116.78,197.0881,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62190,1.606,50.963,380.97,427.9769,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62191,1.493,42.646,320.04,376.9731,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62192,0.17,25.766,191.37,516.8752,0.001,0.001,0.001,0.001,0.001,92,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62193,0.476,26.898,212.08,148.9853,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62194,1.55,27.649,205.6,495.3259,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62195,2.662,22.116,162.06,1030.9419,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62196,0.676,29.401,215.06,1271.6904,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62197,2.012,35.596,262.24,778.2575,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62198,0.405,21.126,158.15,386.8364,0.001,0.001,0.001,0.001,53,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,83,0.001,0.001
62199,1.398,27.979,208.33,472.2935,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62200,1.908,27.552,205.05,480.1112,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62201,1.803,31.119,230.06,639.1597,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62202,0.469,29.083,212.72,1275.6384,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62203,2.43,25.458,188.52,580.965,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62204,1.268,27.397,202.36,658.8319,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62205,0.417,32.83,252.45,217.0508,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62206,0.476,17.709,138.43,164.0711,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62207,3.635,39.612,300.71,281.24,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62208,4.014,31.625,234.68,543.4387,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62209,0.559,26.443,193.12,1442.857,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62210,4.279,39.25,289.9,693.5512,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62211,4.051,38.749,285.38,800.4793,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62212,1.24,28.65,210.05,1039.9497,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62213,0.62,28.231,206.11,1522.5709,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62214,0.657,28.192,205.8,1547.5791,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62215,0.456,23.752,174.75,799.7736,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62216,2.292,22.621,168.03,505.7767,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62217,1.744,27.532,203.51,638.8647,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,53,0.001,0.001,0.001,0.001,0.001,85,0.001
62218,0.574,24.304,177.39,1508.0212,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62219,2.513,9.585,72.54,268.9842,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62220,0.593,27.118,197.98,1508.8538,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62221,0.246,24.98,192,216.9081,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62222,1.177,16.389,125.17,236.8736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,0.001,81,0.001
62223,4.243,40.079,294.97,844.0826,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,110,0.001,0.001,0.001,0.001,74,0.001
62224,1.604,29.234,215.93,668.8813,0.001,0.001,0.001,0.001,0.001,0.001,73,0.001,0.001,0.001,0.001,111,0.001,0.001,0.001,0.001,0.001,0.001
62225,1.678,21.788,163.87,340.909,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001
62226,0.704,19.937,151.58,262.9557,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,184,0.001,0.001,0.001,0.001,0.001
62227,3.837,38.484,283.49,794.7191,0.001,0.001,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001
62228,3.216,38.595,284.6,750.5501,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107,0.001,0.001,0.001,0.001,0.001,77,0.001,0.001
62229,0.642,27.589,204.21,600.9191,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001
62230,3.071,37.958,279.86,761.4741,0.001,0.001,0.001,62,0.001,0.001,116,0.001,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62231,4.89,42.712,313.95,915.0891,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62232,0.242,20.521,155.15,298.06,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62233,0.246,0.839,6.29,96.9599,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62234,0.586,24.732,181,1169.6496,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62235,1.148,0.988,6.98,312.9776,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62236,4.333,30.852,228.99,537.7374,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62237,4.642,20.067,151.9,288.9343,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62238,1.843,30.907,229.09,568.6052,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62239,3.722,35.278,260.88,639.4835,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62240,1.726,18.468,538.8,371.535,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62241,2.616,32.113,238.2,552.8851,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62242,3.079,23.584,178.32,300.0543,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62243,1.285,17.742,134.04,299.3998,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62244,1.826,29.842,869.22,545.6416,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62245,1.519,34.248,252.37,765.1761,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62246,3.637,5.181,38.91,279.2366,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62247,2.187,23.306,173.06,514.1111,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62248,2.961,25.38,554.52,672.5527,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62249,3.619,22.964,672.37,282.4473,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62250,4.468,34.838,257.44,661.3847,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62251,0.356,14.14,108.5,215.0342,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62252,2.396,32.088,237.31,630.2548,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62253,4.165,29.535,219.83,481.3934,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62254,3.764,22.736,995.02,266.7672,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62255,4.684,35.85,264.73,694.3482,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62256,0.38,27.037,201.64,447.2205,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62257,4.526,29.533,220.28,449.3834,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62258,0.923,20.55,167.2,104.9506,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62259,0.532,16.774,130.64,172.037,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
62260,4.174,24.369,184.16,305.1404,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
