ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,11 2286 - Serum.d.DeMP, 12 2286 - Mitra.d.DeMP, 13 2286 - DBS.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
6104,8.248,24.612,197.04,121.9432,59,-1,1,2,59.2,,FALSE,8.248,24.612,197.04,121.9432,59,0.9,2,,,,,0,,0,,,,,16,up,87.471,0.001,75,102,0.001,0.001,0.001
10352,10.891,24.275,194.35,121.9432,23,-1,1,1,51.2,,FALSE,10.891,24.275,194.35,121.9432,23,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,69,0.001,0.001,0.001
5311,8.229,25.919,207.51,121.9433,72,-1,1,2,79.2,,FALSE,8.229,25.919,207.51,121.9433,72,0.96,2,,,,,0,,0,,,,,16,up,85.603,0.001,137,79,0.001,0.001,0.001
6330,8.929,26.463,211.86,121.9433,56,-1,1,2,86.3,,FALSE,8.929,26.463,211.86,121.9433,56,0.87,2,,,,,0,,0,,,,,16,up,88.319,0.001,80,87,0.001,0.001,0.001
10616,9.863,26.86,215.03,121.9433,21,-1,1,1,41.7,,FALSE,9.863,26.86,215.03,121.9433,21,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,64,0.001,0.001,0.001
8946,9.683,30.354,243,121.9434,32,-1,1,1,39.8,,FALSE,9.683,30.354,243,121.9434,32,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,95,0.001,0.001,0.001
9297,9.893,30.389,243.27,121.9434,29,-1,1,1,30.1,,FALSE,9.893,30.389,243.27,121.9434,29,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,88,0.001,0.001,0.001
10287,8.912,28.541,228.49,121.9434,23,-1,1,1,35.8,,FALSE,8.912,28.541,228.49,121.9434,23,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,70,0.001,0.001,0.001,0.001
9820,9.274,23.973,191.93,121.9435,26,-1,1,1,37.5,,FALSE,9.274,23.973,191.93,121.9435,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,79,0.001,0.001,0.001
10259,10.738,22.006,176.19,121.9435,24,-1,1,1,68,,FALSE,10.738,22.006,176.19,121.9435,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,71,0.001,0.001,0.001
4784,11.382,24.948,199.74,121.9436,84,-1,1,3,97.3,,FALSE,11.382,24.948,199.74,121.9436,84,0.22,3,,,,,0,,0,,,,,16,up,99.864,68,80,104,0.001,0.001,0.001
7193,9.691,24.86,199.03,121.9436,47,-1,1,1,97.8,,FALSE,9.691,24.86,199.03,121.9436,47,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,140,0.001,0.001,0.001
9277,11.446,27.978,223.98,121.9436,29,-1,1,1,47.3,,FALSE,11.446,27.978,223.98,121.9436,29,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,88,0.001,0.001,0.001
9427,10.027,29.472,235.93,121.9436,28,-1,1,1,51.1,,FALSE,10.027,29.472,235.93,121.9436,28,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,85,0.001,0.001,0.001
9658,7.083,22.813,182.64,121.9436,27,-1,1,1,52.4,,FALSE,7.083,22.813,182.64,121.9436,27,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,81,0.001,0.001,0.001
9947,11.584,31.048,248.55,121.9436,25,-1,1,1,35.7,,FALSE,11.584,31.048,248.55,121.9436,25,1.73,1,,,,,0,,0,,,,,16,up,62.61,76,0.001,0.001,0.001,0.001,0.001
6176,6.748,24.323,194.73,121.9437,58,-1,1,2,58.8,,FALSE,6.748,24.323,194.73,121.9437,58,0.89,2,,,,,0,,0,,,,,16,up,87.637,0.001,75,99,0.001,0.001,0.001
6453,7.281,24.687,197.65,121.9437,54,-1,1,2,79.5,,FALSE,7.281,24.687,197.65,121.9437,54,0.87,2,,,,,0,,0,,,,,16,up,88.351,0.001,79,84,0.001,0.001,0.001
8480,9.119,21.287,170.43,121.9437,35,-1,1,1,31.7,,FALSE,9.119,21.287,170.43,121.9437,35,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,105,0.001,0.001,0.001
9576,11.39,23.57,188.71,121.9437,27,-1,1,1,57.6,,FALSE,11.39,23.57,188.71,121.9437,27,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,82,0.001,0.001,0.001
9970,9.804,23.762,190.24,121.9437,25,-1,1,1,42,,FALSE,9.804,23.762,190.24,121.9437,25,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,76,0.001,0.001,0.001
10422,4.77,28.153,225.38,121.9437,23,-1,1,1,43.4,,FALSE,4.77,28.153,225.38,121.9437,23,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,68,0.001,0.001,0.001,0.001
11081,10.84,32.427,259.59,121.9437,19,-1,1,1,57.8,,FALSE,10.84,32.427,259.59,121.9437,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,56,0.001,0.001,0.001,0.001,0.001
9431,8.392,24.978,199.97,121.9438,28,-1,1,1,56.7,,FALSE,8.392,24.978,199.97,121.9438,28,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,85,0.001,0.001,0.001
5057,9.524,28.293,226.51,121.9439,78,-1,1,3,74.4,,FALSE,9.524,28.293,226.51,121.9439,78,0.36,3,,,,,0,,0,,,,,16,up,99.179,63,61,110,0.001,0.001,0.001
6012,9.317,27.594,220.91,121.9439,60,-1,1,2,80.9,,FALSE,9.317,27.594,220.91,121.9439,60,0.89,2,,,,,0,,0,,,,,16,up,87.635,78,0.001,103,0.001,0.001,0.001
6044,8.775,28.043,224.5,121.9439,60,-1,1,2,39.5,,FALSE,8.775,28.043,224.5,121.9439,60,0.87,2,,,,,0,,0,,,,,16,up,88.377,0.001,88,91,0.001,0.001,0.001
6563,8.061,28.047,224.53,121.9439,53,-1,1,2,39.4,,FALSE,8.061,28.047,224.53,121.9439,53,0.92,2,,,,,0,,0,,,,,16,up,86.624,0.001,63,97,0.001,0.001,0.001
9609,9.745,28.689,229.67,121.9439,27,-1,1,1,33.3,,FALSE,9.745,28.689,229.67,121.9439,27,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,82,0.001,0.001,0.001,0.001
10204,5.302,21.325,170.74,121.9439,24,-1,1,1,77.7,,FALSE,5.302,21.325,170.74,121.9439,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,72,0.001,0.001,0.001,0.001,0.001
10583,5.185,23.419,187.5,121.9439,22,-1,1,1,30.2,,FALSE,5.185,23.419,187.5,121.9439,22,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,65,0.001,0.001,0.001
11064,6.038,25.029,200.38,121.9439,19,-1,1,1,59.2,,FALSE,6.038,25.029,200.38,121.9439,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,56,0.001,0.001,0.001
4967,9.9,25.65,205.35,121.944,80,-1,1,3,45.1,,FALSE,9.9,25.65,205.35,121.944,80,0.03,3,,,,,0,,0,,,,,16,up,100,80,78,82,0.001,0.001,0.001
6360,11.975,29.299,234.56,121.944,55,-1,1,2,38.6,,FALSE,11.975,29.299,234.56,121.944,55,0.88,2,,,,,0,,0,,,,,16,up,88.02,0.001,91,75,0.001,0.001,0.001
7150,9.483,24.421,195.52,121.944,47,-1,1,2,37,,FALSE,9.483,24.421,195.52,121.944,47,0.88,2,,,,,0,,0,,,,,16,up,87.813,62,0.001,79,0.001,0.001,0.001
7203,9.423,26.187,209.65,121.944,46,-1,1,2,44.4,,FALSE,9.423,26.187,209.65,121.944,46,0.89,2,,,,,0,,0,,,,,16,up,87.651,0.001,60,79,0.001,0.001,0.001
9021,11.027,24.222,193.93,121.944,31,-1,1,1,48.7,,FALSE,11.027,24.222,193.93,121.944,31,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,93,0.001,0.001,0.001
9199,8.381,30.044,240.51,121.944,30,-1,1,1,60.1,,FALSE,8.381,30.044,240.51,121.944,30,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,89,0.001,0.001,0.001
9432,8.562,26.437,211.65,121.944,28,-1,1,1,50.4,,FALSE,8.562,26.437,211.65,121.944,28,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,85,0.001,0.001,0.001
9743,12.014,27.948,223.74,121.944,26,-1,1,1,34.6,,FALSE,12.014,27.948,223.74,121.944,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,79,0.001,0.001,0.001
10609,10.78,24.992,200.08,121.944,21,-1,1,1,38.6,,FALSE,10.78,24.992,200.08,121.944,21,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,64,0.001,0.001,0.001,0.001
11264,11.409,22.794,182.49,121.944,17,-1,1,1,31.7,,FALSE,11.409,22.794,182.49,121.944,17,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,52,0.001,0.001,0.001
5066,10.855,21.613,173.04,121.9441,78,-1,1,3,84,,FALSE,10.855,21.613,173.04,121.9441,78,0.12,3,,,,,0,,0,,,,,16,up,99.985,69,76,88,0.001,0.001,0.001
5320,10.737,28.18,225.6,121.9441,72,-1,1,2,36.9,,FALSE,10.737,28.18,225.6,121.9441,72,0.88,2,,,,,0,,0,,,,,16,up,88.048,98,0.001,118,0.001,0.001,0.001
6029,11.204,25.961,207.84,121.9441,60,-1,1,2,54.8,,FALSE,11.204,25.961,207.84,121.9441,60,0.91,2,,,,,0,,0,,,,,16,up,87.147,0.001,106,74,0.001,0.001,0.001
6221,8.405,27.084,216.82,121.9441,57,-1,1,2,51.9,,FALSE,8.405,27.084,216.82,121.9441,57,0.87,2,,,,,0,,0,,,,,16,up,88.34,0.001,83,89,0.001,0.001,0.001
6721,11.737,27.026,216.36,121.9441,52,-1,1,2,57.5,,FALSE,11.737,27.026,216.36,121.9441,52,0.87,2,,,,,0,,0,,,,,16,up,88.254,82,0.001,73,0.001,0.001,0.001
7743,7.647,23.423,187.53,121.9441,41,-1,1,2,37.6,,FALSE,7.647,23.423,187.53,121.9441,41,0.87,2,,,,,0,,0,,,,,16,up,88.13,57,0.001,67,0.001,0.001,0.001
7825,7.396,28.349,226.95,121.9441,40,-1,1,2,85.6,,FALSE,7.396,28.349,226.95,121.9441,40,0.88,2,,,,,0,,0,,,,,16,up,87.931,0.001,54,67,0.001,0.001,0.001
10606,6.852,27.737,222.05,121.9441,22,-1,1,1,51.4,,FALSE,6.852,27.737,222.05,121.9441,22,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,65,0.001,0.001,0.001,0.001
10787,5.654,28.248,226.14,121.9441,20,-1,1,1,39.3,,FALSE,5.654,28.248,226.14,121.9441,20,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,61,0.001,0.001,0.001,0.001
6581,8.031,23.871,191.12,121.9442,53,-1,1,2,81.5,,FALSE,8.031,23.871,191.12,121.9442,53,0.87,2,,,,,0,,0,,,,,16,up,88.198,0.001,85,74,0.001,0.001,0.001
6823,7.381,27.273,218.34,121.9442,50,-1,1,2,42.2,,FALSE,7.381,27.273,218.34,121.9442,50,0.88,2,,,,,0,,0,,,,,16,up,87.887,0.001,67,84,0.001,0.001,0.001
7704,9.233,30.57,244.72,121.9442,42,-1,1,2,43.5,,FALSE,9.233,30.57,244.72,121.9442,42,0.88,2,,,,,0,,0,,,,,16,up,87.96,0.001,69,56,0.001,0.001,0.001
10581,7.472,30.722,245.94,121.9442,22,-1,1,1,32,,FALSE,7.472,30.722,245.94,121.9442,22,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,65,0.001,0.001,0.001,0.001
10735,3.952,23.857,191,121.9442,21,-1,1,1,41.2,,FALSE,3.952,23.857,191,121.9442,21,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,62,0.001,0.001,0.001,0.001
10925,11.356,25.795,206.51,121.9442,19,-1,1,1,40.4,,FALSE,11.356,25.795,206.51,121.9442,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,58,0.001,0.001,0.001,0.001
11041,11.887,11.885,95.2,121.9442,19,-1,1,1,30.3,,FALSE,11.887,11.885,95.2,121.9442,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,56,0.001,0.001,0.001,0.001,0.001
11231,11.22,21.508,172.2,121.9442,18,-1,1,1,32.2,,FALSE,11.22,21.508,172.2,121.9442,18,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,53,0.001,0.001,0.001
11286,2.453,23.266,186.27,121.9442,17,-1,1,1,86.5,,FALSE,2.453,23.266,186.27,121.9442,17,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,52,0.001,0.001,0.001
6307,8.075,21.187,169.63,121.9443,56,-1,1,2,98.9,,FALSE,8.075,21.187,169.63,121.9443,56,0.92,2,,,,,0,,0,,,,,16,up,86.595,0.001,66,102,0.001,0.001,0.001
7316,5.022,27.306,218.6,121.9443,45,-1,1,2,44.9,,FALSE,5.022,27.306,218.6,121.9443,45,0.91,2,,,,,0,,0,,,,,16,up,86.955,0.001,81,55,0.001,0.001,0.001
7400,10.995,28.012,224.25,121.9443,45,-1,1,2,47.3,,FALSE,10.995,28.012,224.25,121.9443,45,0.91,2,,,,,0,,0,,,,,16,up,87.128,55,0.001,79,0.001,0.001,0.001
7494,8.692,23.259,186.22,121.9443,43,-1,1,2,64.2,,FALSE,8.692,23.259,186.22,121.9443,43,0.87,2,,,,,0,,0,,,,,16,up,88.379,0.001,66,64,0.001,0.001,0.001
7724,11.597,31.824,254.76,121.9443,41,-1,1,2,74.5,,FALSE,11.597,31.824,254.76,121.9443,41,0.89,2,,,,,0,,0,,,,,16,up,87.557,71,53,0.001,0.001,0.001,0.001
7785,3.14,25.233,202.01,121.9443,41,-1,1,2,73.8,,FALSE,3.14,25.233,202.01,121.9443,41,0.87,2,,,,,0,,0,,,,,16,up,88.218,0.001,57,65,0.001,0.001,0.001
7933,8.764,30.148,241.34,121.9443,39,-1,1,2,47.1,,FALSE,8.764,30.148,241.34,121.9443,39,0.88,2,,,,,0,,0,,,,,16,up,87.979,53,0.001,65,0.001,0.001,0.001
9269,9.011,22.164,177.45,121.9443,29,-1,1,1,38.4,,FALSE,9.011,22.164,177.45,121.9443,29,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,88,0.001,0.001,0.001
9874,9.976,27.092,216.89,121.9443,26,-1,1,1,68.5,,FALSE,9.976,27.092,216.89,121.9443,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,78,0.001,0.001,0.001
9903,9.915,15.536,124.42,121.9443,26,-1,1,1,43.2,,FALSE,9.915,15.536,124.42,121.9443,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,77,0.001,0.001,0.001
10120,13.207,27.224,217.95,121.9443,24,-1,1,1,62.2,,FALSE,13.207,27.224,217.95,121.9443,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,73,0.001,0.001,0.001,0.001
10155,6.81,27.435,219.63,121.9443,24,-1,1,1,86.8,,FALSE,6.81,27.435,219.63,121.9443,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,73,0.001,0.001,0.001,0.001
10416,10.606,34.827,278.79,121.9443,23,-1,1,1,30.3,,FALSE,10.606,34.827,278.79,121.9443,23,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,68,0.001,0.001,0.001
10931,9.307,31.621,253.13,121.9443,19,-1,1,1,56,,FALSE,9.307,31.621,253.13,121.9443,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,58,0.001,0.001,0.001,0.001
11226,10.922,21.293,170.49,121.9443,18,-1,1,1,44.6,,FALSE,10.922,21.293,170.49,121.9443,18,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,53,0.001,0.001,0.001
11251,10.751,33.953,271.79,121.9443,17,-1,1,1,47.7,,FALSE,10.751,33.953,271.79,121.9443,17,1.73,1,,,,,0,,0,,,,,16,up,62.61,52,0.001,0.001,0.001,0.001,0.001
6760,7.358,25.316,202.68,121.9444,51,-1,1,2,42.7,,FALSE,7.358,25.316,202.68,121.9444,51,0.87,2,,,,,0,,0,,,,,16,up,88.281,0.001,81,73,0.001,0.001,0.001
10236,4.901,31.972,255.95,121.9444,24,-1,1,1,52,,FALSE,4.901,31.972,255.95,121.9444,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,71,0.001,0.001,0.001,0.001
10742,11.159,27.113,217.06,121.9444,21,-1,1,1,48.5,,FALSE,11.159,27.113,217.06,121.9444,21,1.73,1,,,,,0,,0,,,,,16,up,62.61,62,0.001,0.001,0.001,0.001,0.001
5413,6.202,23.798,190.53,121.9445,70,-1,1,3,39.3,,FALSE,6.202,23.798,190.53,121.9445,70,0.26,3,,,,,0,,0,,,,,16,up,99.744,51,73,87,0.001,0.001,0.001
6416,7.25,29.403,235.38,121.9445,55,-1,1,2,53.9,,FALSE,7.25,29.403,235.38,121.9445,55,0.87,2,,,,,0,,0,,,,,16,up,88.387,83,0.001,82,0.001,0.001,0.001
7277,10.833,22.667,181.48,121.9445,46,-1,1,2,37.4,,FALSE,10.833,22.667,181.48,121.9445,46,0.87,2,,,,,0,,0,,,,,16,up,88.386,69,0.001,68,0.001,0.001,0.001
9814,8.596,22.1,176.94,121.9445,26,-1,1,1,31.1,,FALSE,8.596,22.1,176.94,121.9445,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,79,0.001,0.001,0.001
9894,3.969,27.386,219.24,121.9445,26,-1,1,1,48.4,,FALSE,3.969,27.386,219.24,121.9445,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,77,0.001,0.001,0.001
10105,9.024,24.804,198.58,121.9445,25,-1,1,1,54.9,,FALSE,9.024,24.804,198.58,121.9445,25,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,74,0.001,0.001,0.001
10243,6.079,21.713,173.84,121.9445,24,-1,1,1,62.1,,FALSE,6.079,21.713,173.84,121.9445,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,71,0.001,0.001,0.001,0.001
10995,10.827,20.114,161.05,121.9445,19,-1,1,1,34.6,,FALSE,10.827,20.114,161.05,121.9445,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,57,0.001,0.001,0.001
6247,8.366,26.057,208.61,121.9446,57,-1,1,2,65.5,,FALSE,8.366,26.057,208.61,121.9446,57,0.87,2,,,,,0,,0,,,,,16,up,88.387,0.001,85,86,0.001,0.001,0.001
7094,9.385,29.965,239.88,121.9446,47,-1,1,2,47.1,,FALSE,9.385,29.965,239.88,121.9446,47,0.88,2,,,,,0,,0,,,,,16,up,88.003,0.001,78,64,0.001,0.001,0.001
9579,8.463,25.697,205.72,121.9446,27,-1,1,1,86.5,,FALSE,8.463,25.697,205.72,121.9446,27,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,82,0.001,0.001,0.001
10658,10.239,21.646,173.31,121.9446,21,-1,1,1,32.2,,FALSE,10.239,21.646,173.31,121.9446,21,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,64,0.001,0.001,0.001
10986,4.444,31,248.17,121.9446,19,-1,1,1,33.2,,FALSE,4.444,31,248.17,121.9446,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,57,0.001,0.001,0.001,0.001
5665,7.856,25.281,202.4,121.9447,65,-1,1,3,58.7,,FALSE,7.856,25.281,202.4,121.9447,65,0.14,3,,,,,0,,0,,,,,16,up,99.975,60,60,76,0.001,0.001,0.001
10004,5.929,29.301,234.57,121.9447,25,-1,1,1,34.5,,FALSE,5.929,29.301,234.57,121.9447,25,1.73,1,,,,,0,,0,,,,,16,up,62.61,75,0.001,0.001,0.001,0.001,0.001
11031,10.113,26.947,215.73,121.9447,19,-1,1,1,34.8,,FALSE,10.113,26.947,215.73,121.9447,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,57,0.001,0.001,0.001
9313,9.578,24.702,197.76,121.9448,29,-1,1,1,51.1,,FALSE,9.578,24.702,197.76,121.9448,29,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,87,0.001,0.001,0.001
10663,7.477,21.323,170.72,121.9448,21,-1,1,1,44.2,,FALSE,7.477,21.323,170.72,121.9448,21,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,64,0.001,0.001,0.001
11034,10.896,23.244,186.1,121.9448,19,-1,1,1,36.4,,FALSE,10.896,23.244,186.1,121.9448,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,57,0.001,0.001,0.001
11262,9.546,20.276,162.34,121.9448,17,-1,1,1,34.4,,FALSE,9.546,20.276,162.34,121.9448,17,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,52,0.001,0.001,0.001
8144,9.749,27.508,220.22,121.9449,38,-1,1,2,41.7,,FALSE,9.749,27.508,220.22,121.9449,38,0.87,2,,,,,0,,0,,,,,16,up,88.36,55,0.001,58,0.001,0.001,0.001
8571,8.193,29.533,236.42,121.9449,34,-1,1,1,49.3,,FALSE,8.193,29.533,236.42,121.9449,34,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,102,0.001,0.001,0.001
9982,8.599,23.74,190.07,121.9449,25,-1,1,1,38.6,,FALSE,8.599,23.74,190.07,121.9449,25,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,76,0.001,0.001,0.001
10112,8.819,29.046,232.53,121.9449,24,-1,1,1,34.2,,FALSE,8.819,29.046,232.53,121.9449,24,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,73,0.001,0.001,0.001
11042,3.562,27.921,223.52,121.9449,19,-1,1,1,38.7,,FALSE,3.562,27.921,223.52,121.9449,19,1.73,1,,,,,0,,0,,,,,16,up,62.61,56,0.001,0.001,0.001,0.001,0.001
6175,8.874,21.375,171.14,121.945,58,-1,1,2,31.5,,FALSE,8.874,21.375,171.14,121.945,58,0.99,2,,,,,0,,0,,,,,16,up,84.442,0.001,59,115,0.001,0.001,0.001
9690,9.443,27.121,217.12,121.9451,27,-1,1,1,33.5,,FALSE,9.443,27.121,217.12,121.9451,27,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,80,0.001,0.001,0.001
8912,8.445,24.371,195.12,121.9454,32,-1,1,1,64.5,,FALSE,8.445,24.371,195.12,121.9454,32,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,95,0.001,0.001,0.001
9904,10.651,25.551,204.56,121.9454,26,-1,1,1,39.8,,FALSE,10.651,25.551,204.56,121.9454,26,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,77,0.001,0.001,0.001,0.001
4185,6.65,21.946,175.57,122.9802,99,-1,1,1,86,,FALSE,6.65,21.946,175.57,122.9802,99,1.73,1,,,,,0,,0,,,,,16,up,62.61,297,0.001,0.001,0.001,0.001,0.001
1526,2.371,17.349,138.81,123.0453,370,-1,1,2,99.3,,FALSE,2.371,17.349,138.81,123.0453,370,1.31,2,,,,,0,,0,,,,,16,up,74.315,919,191,0.001,0.001,0.001,0.001
818,2.201,17.711,141.7,123.0454,786,-1,2,3,100,,FALSE,2.201,17.711,141.7,123.0454,786,1.06,3,,,,,0,,0,,,,,16,up,82.386,1721,499,138,0.001,0.001,0.001
1518,1.774,17.59,140.73,123.0457,373,-1,1,2,94.1,,FALSE,1.774,17.59,140.73,123.0457,373,1.23,2,,,,,0,,0,,,,,16,up,76.939,884,236,0.001,0.001,0.001,0.001
9259,0.641,18.054,144.44,123.082,29,-1,1,1,83.9,,FALSE,0.641,18.054,144.44,123.082,29,1.73,1,,,,,0,,0,,,,,16,up,62.61,88,0.001,0.001,0.001,0.001,0.001
6510,6.324,18.272,145.96,125.096,54,-1,1,1,69.7,,FALSE,6.324,18.272,145.96,125.096,54,1.73,1,,,,,0,,0,,,,,16,up,62.61,161,0.001,0.001,0.001,0.001,0.001
8139,4.051,22.535,180,125.0966,38,-1,1,1,33.1,,FALSE,4.051,22.535,180,125.0966,38,1.73,1,,,,,0,,0,,,,,16,up,62.61,113,0.001,0.001,0.001,0.001,0.001
878,4.197,20.619,164.7,125.0975,726,-1,2,1,100,,FALSE,4.197,20.619,164.7,125.0975,726,1.73,1,,,,,0,,0,,,,,16,up,62.61,2177,0.001,0.001,0.001,0.001,0.001
410,0.651,18.082,144.45,125.0976,1754,-1,2,2,100,,FALSE,0.651,18.082,144.45,125.0976,1754,1.61,2,,,,,0,,0,,,,,16,up,65.751,5010,251,0.001,0.001,0.001,0.001
3779,4.425,18.152,145.01,125.0976,114,-1,1,1,63.4,,FALSE,4.425,18.152,145.01,125.0976,114,1.73,1,,,,,0,,0,,,,,16,up,62.61,341,0.001,0.001,0.001,0.001,0.001
1688,4.057,18.155,145.03,125.0977,326,-1,2,1,100,,FALSE,4.057,18.155,145.03,125.0977,326,1.73,1,,,,,0,,0,,,,,16,up,62.61,978,0.001,0.001,0.001,0.001,0.001
4179,4.196,18.142,144.92,125.0977,99,-1,1,1,54.2,,FALSE,4.196,18.142,144.92,125.0977,99,1.73,1,,,,,0,,0,,,,,16,up,62.61,298,0.001,0.001,0.001,0.001,0.001
274,4.056,20.618,164.69,125.0978,2744,-1,2,1,100,,FALSE,4.056,20.618,164.69,125.0978,2744,1.73,1,,,,,0,,0,,,,,16,up,62.61,8231,0.001,0.001,0.001,0.001,0.001
402,4.424,19.375,154.77,125.0978,1805,-1,2,1,100,,FALSE,4.424,19.375,154.77,125.0978,1805,1.73,1,,,,,0,,0,,,,,16,up,62.61,5414,0.001,0.001,0.001,0.001,0.001
283,6.339,21.853,174.56,125.098,2648,-1,2,1,100,,FALSE,6.339,21.853,174.56,125.098,2648,1.73,1,,,,,0,,0,,,,,16,up,62.61,7943,0.001,0.001,0.001,0.001,0.001
938,1.723,19.982,159.51,126.0021,669,-1,2,2,99.1,,FALSE,1.723,19.982,159.51,126.0021,669,1.04,2,,,,,0,,0,,,,,16,up,82.957,0.001,1386,621,0.001,0.001,0.001
1906,3.121,20.037,159.83,127.0408,282,-1,1,1,97.5,,FALSE,3.121,20.037,159.83,127.0408,282,1.73,1,,,,,0,,0,,,,,16,up,62.61,845,0.001,0.001,0.001,0.001,0.001
3715,1.497,19.646,156.72,127.0409,116,-1,1,1,92.8,,FALSE,1.497,19.646,156.72,127.0409,116,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,349,0.001,0.001,0.001,0.001
2001,1.783,21.749,173.48,127.0521,264,-1,1,2,96.9,,FALSE,1.783,21.749,173.48,127.0521,264,1.2,2,,,,,0,,0,,,,,16,up,77.766,616,177,0.001,0.001,0.001,0.001
2999,1.782,16.288,129.94,127.0524,155,-1,1,2,79.7,,FALSE,1.782,16.288,129.94,127.0524,155,1.33,2,,,,,0,,0,,,,,16,up,73.744,388,76,0.001,0.001,0.001,0.001
5239,0.509,18.141,144.71,127.0525,74,-1,1,2,66.2,,FALSE,0.509,18.141,144.71,127.0525,74,0.87,2,,,,,0,,0,,,,,16,up,88.29,0.001,116,105,0.001,0.001,0.001
7455,1.785,21.801,173.77,128.0355,44,-1,1,1,60.2,,FALSE,1.785,21.801,173.77,128.0355,44,1.73,1,,,,,0,,0,,,,,16,up,62.61,132,0.001,0.001,0.001,0.001,0.001
